Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
8050,21,RL,107,13456,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,6,1953,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,815,Unf,248,133,1219,GasA,Ex,Y,SBrkr,1210,106,15,986,0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2002,Fin,1,317,TA,TA,Y,185,56,85,27,34,9,NA,NA,NA,713,2,2009,WD,Normal,161110
8051,22,RL,66,3163,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1954,1976,Gable,CompShg,HdBoard,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,GLQ,398,Unf,31,1795,1572,GasA,TA,Y,SBrkr,1060,187,12,1011,0,1,0,0,3,1,Gd,6,Typ,0,NA,Attchd,2007,RFn,0,152,TA,TA,Y,70,50,9,23,51,35,NA,NA,NA,54,5,2006,WD,Normal,118245
8052,41,RL,75,13654,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1936,1982,Gable,CompShg,Wd Sdng,CmentBd,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,406,Unf,304,717,943,GasA,Gd,Y,SBrkr,878,262,19,965,0,0,2,0,4,1,TA,6,Typ,0,NA,Attchd,1948,Unf,1,385,TA,TA,Y,16,50,51,1,30,59,NA,NA,NA,900,7,2008,WD,Normal,99803
8053,46,RL,42,12556,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1999,1964,Gable,CompShg,HdBoard,VinylSd,BrkFace,0,TA,TA,PConc,Gd,TA,No,Unf,1314,Unf,67,1444,1718,GasA,Gd,Y,SBrkr,1248,179,23,1326,1,0,2,1,2,1,TA,5,Typ,1,TA,Attchd,1991,Unf,3,803,TA,TA,Y,254,101,31,21,69,126,NA,NA,NA,205,9,2007,WD,Normal,207928
8054,127,RL,NA,7181,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,8,5,2000,1974,Gable,CompShg,VinylSd,VinylSd,BrkFace,594,TA,TA,PConc,TA,TA,No,GLQ,219,Unf,86,679,1192,GasA,Ex,Y,SBrkr,959,892,4,1714,0,0,1,1,3,1,Gd,8,Typ,0,TA,Attchd,2003,RFn,3,714,TA,TA,Y,70,119,52,4,28,53,NA,NA,NA,275,3,2007,WD,Normal,230347
8055,46,RL,91,23594,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,6,5,1950,1968,Gable,CompShg,VinylSd,VinylSd,Stone,337,TA,TA,BrkTil,TA,TA,No,GLQ,580,Unf,82,950,1107,GasA,Ex,Y,SBrkr,1011,870,103,2060,0,0,2,1,5,1,TA,10,Typ,0,Gd,Attchd,1941,Unf,1,541,TA,TA,Y,16,84,13,29,49,31,NA,NA,NA,652,7,2006,WD,Normal,179590
8056,79,RL,99,15885,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,2Story,9,5,2008,1987,Gable,CompShg,VinylSd,VinylSd,BrkFace,189,Gd,TA,PConc,Ex,TA,Av,Unf,471,Unf,3,1035,1063,GasA,Ex,Y,SBrkr,1050,1542,11,2486,0,0,3,1,4,1,TA,8,Typ,1,TA,Detchd,1998,Fin,3,901,TA,TA,Y,162,115,35,9,7,28,NA,NA,NA,599,11,2007,WD,Normal,327738
8057,61,RL,NA,21790,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,7,1981,1982,Gable,CompShg,MetalSd,MetalSd,BrkFace,72,Gd,TA,CBlock,TA,TA,No,GLQ,682,Unf,87,465,1238,GasA,Ex,Y,SBrkr,979,1003,37,1818,0,0,2,1,4,1,TA,7,Typ,0,NA,Attchd,1974,RFn,1,473,TA,TA,Y,170,98,88,9,20,21,NA,NA,NA,444,4,2008,WD,Normal,260604
8058,67,RL,85,16131,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2003,1985,Gable,CompShg,HdBoard,VinylSd,BrkFace,120,Gd,TA,PConc,Gd,TA,No,Unf,22,Unf,231,1111,1085,GasA,Ex,Y,SBrkr,1020,250,9,1070,0,1,2,0,2,1,Gd,7,Typ,0,NA,Detchd,NA,RFn,2,481,TA,TA,Y,376,5,18,10,13,11,NA,NA,NA,28,2,2008,New,Normal,163119
8059,45,RL,69,18413,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1962,1997,Gable,CompShg,MetalSd,VinylSd,BrkFace,0,TA,TA,CBlock,Gd,Fa,No,ALQ,617,Unf,73,494,1102,GasA,Gd,Y,SBrkr,1616,203,79,1791,1,0,2,0,3,1,TA,8,Typ,1,NA,Detchd,1976,RFn,1,397,Fa,TA,Y,133,75,52,68,72,27,NA,MnPrv,NA,133,6,2010,WD,Normal,211274
8060,29,RL,60,6301,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,4,1996,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,186,TA,TA,PConc,Gd,TA,No,Unf,94,Unf,79,1505,1400,GasA,Ex,Y,SBrkr,1409,133,23,1446,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,607,TA,TA,Y,19,145,128,16,71,52,NA,NA,NA,109,11,2006,WD,Normal,248792
8061,121,RL,73,8272,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2.5Unf,3,5,1889,1955,Gable,CompShg,Stucco,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,GLQ,174,Unf,143,300,487,GasA,Gd,N,SBrkr,532,654,66,853,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1988,Unf,1,353,TA,TA,N,72,73,53,10,46,60,NA,MnWw,NA,1148,10,2008,WD,Normal,35947
8062,57,RL,57,3810,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,4,5,1985,1961,Gable,CompShg,Wd Sdng,VinylSd,None,0,Gd,TA,PConc,TA,TA,No,Unf,247,Unf,11,1317,1111,GasA,TA,Y,SBrkr,776,386,21,1009,0,0,2,0,1,1,TA,5,Typ,0,NA,Attchd,2008,RFn,1,308,TA,TA,Y,42,80,15,37,13,3,NA,NA,NA,89,4,2008,WD,Normal,180705
8063,66,RL,57,4925,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1.5Fin,5,7,1973,1964,Gable,CompShg,HdBoard,MetalSd,None,80,TA,TA,CBlock,TA,TA,No,LwQ,1066,Unf,293,34,626,GasA,TA,Y,SBrkr,833,672,59,1456,1,0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,2004,RFn,1,383,TA,TA,Y,41,177,28,16,12,41,NA,NA,NA,117,11,2009,WD,Normal,164607
8064,72,RL,66,20437,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,2,2010,1997,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Fa,TA,NA,GLQ,813,Unf,142,449,1524,GasA,Ex,Y,SBrkr,1868,372,39,2284,1,0,2,1,2,1,Gd,7,Typ,2,TA,Detchd,2005,RFn,3,746,TA,TA,Y,359,108,5,22,20,6,NA,NA,NA,5,7,2007,WD,Normal,345486
8065,25,RL,NA,2148,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,4,1954,1975,Hip,CompShg,MetalSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,ALQ,526,NA,450,581,1396,GasA,TA,Y,SBrkr,1136,37,85,951,1,0,0,0,2,1,Gd,5,Typ,1,TA,Detchd,1968,RFn,1,270,TA,TA,Y,32,63,55,8,48,7,NA,NA,NA,23,9,2008,WD,Normal,92808
8066,68,RL,75,4699,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,8,1962,2002,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,GLQ,913,Unf,108,302,1460,GasA,Ex,Y,SBrkr,1244,449,123,1849,1,0,1,1,2,1,Gd,7,Typ,1,Ex,Attchd,1999,RFn,2,602,TA,TA,Y,269,69,111,68,12,33,NA,NA,NA,614,8,2007,WD,Normal,202509
8067,28,RL,60,24539,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,6,7,1954,1999,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,GLQ,63,Unf,93,1090,971,GasA,Gd,Y,SBrkr,1033,228,37,1235,0,0,1,1,4,1,TA,7,Typ,1,Gd,Attchd,1920,Unf,2,604,TA,TA,Y,48,87,23,41,73,18,NA,NA,NA,900,5,2009,WD,Normal,159461
8068,34,RL,70,13417,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,7,1974,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,Gd,TA,No,Unf,638,Unf,25,1005,1230,GasA,Ex,Y,SBrkr,1801,40,52,1398,0,0,1,0,2,1,Gd,7,Typ,1,TA,Attchd,1987,RFn,3,742,TA,TA,Y,102,98,51,7,92,5,NA,NA,NA,999,10,2008,WD,Normal,240296
8069,74,RL,NA,13627,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,5,1958,1973,Gable,CompShg,VinylSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,ALQ,1321,Unf,12,335,1305,GasA,Ex,Y,SBrkr,911,497,39,1331,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1962,Fin,1,145,TA,TA,Y,37,119,138,2,32,19,NA,NA,NA,253,7,2007,WD,Normal,109052
8070,99,RL,75,8427,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1956,1968,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,Gd,TA,No,Unf,137,Unf,50,1065,1250,GasA,Ex,Y,SBrkr,1061,485,39,1402,1,0,1,1,2,1,Gd,6,Typ,1,Gd,Detchd,1975,Fin,2,517,TA,TA,Y,178,61,97,19,58,37,NA,NA,NA,608,2,2008,WD,Normal,216277
8071,49,RL,69,5638,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,6,1959,1959,Gable,CompShg,MetalSd,Plywood,None,84,TA,TA,CBlock,Gd,TA,No,GLQ,106,Unf,333,298,1064,GasA,TA,Y,SBrkr,1012,532,5,1510,1,0,2,0,3,1,TA,6,Typ,0,NA,BuiltIn,1976,RFn,1,233,TA,TA,Y,6,64,76,8,58,39,NA,NA,NA,480,8,2009,WD,Normal,127297
8072,26,RL,NA,16869,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,4,1996,1975,Gable,CompShg,Wd Sdng,BrkFace,None,0,TA,TA,CBlock,Gd,TA,Av,LwQ,784,Unf,112,71,876,GasA,Gd,Y,SBrkr,1222,352,11,1543,0,0,2,1,3,1,TA,6,Typ,0,Gd,Attchd,1953,Unf,2,529,TA,TA,Y,349,35,2,45,14,45,NA,GdPrv,NA,147,10,2009,WD,Normal,198609
8073,132,RM,50,19623,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,SFoyer,5,5,1951,1959,Gable,CompShg,HdBoard,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,207,Unf,125,93,798,GasA,Ex,Y,SBrkr,865,572,89,1544,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1928,Unf,3,824,TA,TA,Y,104,52,75,44,38,43,NA,NA,NA,393,11,2008,WD,Normal,98948
8074,60,RL,70,11591,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,6,1992,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,320,TA,TA,CBlock,Gd,TA,No,GLQ,495,Unf,33,1091,1582,GasA,Ex,Y,SBrkr,1366,72,49,907,1,0,0,0,2,1,TA,6,Typ,1,NA,Attchd,2005,Fin,2,652,TA,TA,Y,118,85,38,44,2,71,NA,NA,NA,556,2,2006,WD,Normal,175958
8075,122,RL,48,7120,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Artery,Norm,1Fam,1.5Fin,8,7,1964,2004,Gable,CompShg,VinylSd,MetalSd,None,762,Gd,TA,CBlock,Gd,TA,No,Unf,139,Unf,179,648,914,GasA,Ex,Y,SBrkr,897,847,5,1645,0,0,2,1,2,1,TA,6,Typ,0,NA,Attchd,1950,Unf,2,505,TA,TA,Y,51,94,98,17,26,9,NA,NA,NA,213,8,2010,WD,Normal,289140
8076,60,RL,21,4291,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2004,2008,Gable,CompShg,HdBoard,HdBoard,Stone,51,Ex,TA,CBlock,Ex,TA,Gd,ALQ,600,Unf,8,423,995,GasA,Ex,Y,SBrkr,1611,329,57,2247,0,0,3,0,2,1,Gd,8,Typ,1,NA,Attchd,1999,Unf,3,790,TA,TA,Y,106,51,46,2,81,20,NA,NA,NA,244,11,2007,WD,Normal,354942
8077,104,RL,82,8020,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,9,6,1985,1998,Gable,CompShg,CemntBd,Wd Shng,None,270,Gd,TA,CBlock,Gd,TA,Mn,Unf,243,Unf,8,1355,1281,GasA,Ex,Y,SBrkr,1496,967,80,2727,1,0,2,1,4,1,Fa,9,Typ,1,Gd,Detchd,2000,Fin,3,823,TA,TA,Y,325,146,24,3,108,12,NA,NA,NA,278,6,2007,WD,Normal,321882
8078,68,RL,NA,24901,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,3,5,1927,1952,Hip,Roll,Plywood,ImStucc,None,0,TA,TA,BrkTil,Gd,TA,NA,LwQ,1066,Unf,170,35,649,GasA,Gd,Y,SBrkr,1099,51,39,855,1,0,0,0,3,1,TA,5,Typ,0,NA,Attchd,1982,Unf,1,392,TA,TA,Y,104,0,83,11,12,39,NA,NA,NA,283,2,2007,CWD,Normal,71357
8079,51,RL,60,14174,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,7,7,1995,1993,Gable,CompShg,HdBoard,VinylSd,BrkFace,0,Gd,TA,CBlock,Gd,TA,Av,Unf,124,Unf,70,594,787,GasA,Ex,Y,SBrkr,1012,865,30,1926,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1940,Unf,2,679,TA,TA,Y,139,172,46,21,27,35,NA,NA,NA,294,6,2009,New,Abnorml,278360
8080,67,RL,64,9336,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1991,2002,Gable,CompShg,VinylSd,VinylSd,None,116,TA,TA,CBlock,Gd,TA,No,Unf,1,Unf,161,1153,1137,GasA,Ex,Y,SBrkr,1585,225,29,1726,0,0,2,0,3,2,Gd,8,Typ,0,NA,Detchd,1988,Unf,3,665,TA,TA,Y,13,5,27,7,2,10,NA,NA,NA,170,7,2009,WD,Normal,181221
8081,54,RL,85,14657,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,6,1934,1962,Gable,CompShg,Plywood,Plywood,None,318,TA,TA,CBlock,Ex,TA,Mn,ALQ,93,Unf,138,870,1103,GasA,Ex,Y,SBrkr,1755,388,58,2339,0,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1965,Unf,2,535,TA,TA,Y,406,6,84,34,17,15,NA,NA,NA,612,7,2008,WD,Partial,229186
8082,31,RL,98,9124,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,5,2004,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,622,Unf,123,93,508,GasA,Ex,Y,SBrkr,1183,15,16,679,0,0,2,0,2,1,TA,3,Typ,0,NA,Detchd,1976,Unf,3,735,TA,TA,Y,87,98,17,1,113,28,NA,NA,NA,268,4,2007,WD,Normal,138650
8083,97,RL,86,13486,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,2004,1997,Gable,CompShg,HdBoard,MetalSd,Stone,410,Gd,TA,CBlock,Gd,TA,Av,ALQ,792,Unf,21,463,1282,GasA,TA,Y,SBrkr,1492,648,114,2345,0,0,2,1,4,1,Gd,9,Typ,3,Ex,Attchd,1976,RFn,3,728,TA,TA,Y,202,91,73,20,112,13,NA,NA,NA,272,5,2007,WD,Normal,248507
8084,70,RL,72,6018,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,1975,1973,Gable,CompShg,BrkFace,Plywood,None,170,TA,Gd,CBlock,Ex,TA,Gd,Rec,1456,Unf,30,87,1026,GasA,TA,Y,SBrkr,1606,404,19,1835,1,0,1,1,3,1,TA,7,Typ,0,NA,Attchd,1922,Unf,3,753,TA,TA,Y,125,46,18,35,73,16,NA,NA,NA,10,5,2010,WD,Normal,229941
8085,87,RL,65,19922,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,6,7,1966,1972,Gable,CompShg,HdBoard,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,GLQ,204,Unf,110,1266,1469,GasA,Ex,Y,SBrkr,1023,775,15,1948,0,0,2,1,3,1,TA,9,Typ,0,NA,BuiltIn,1947,Unf,3,622,TA,TA,Y,269,48,44,8,8,41,NA,MnPrv,NA,602,5,2007,WD,Partial,248127
8086,31,RL,70,23563,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1991,1976,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,ALQ,563,Unf,46,1995,1687,GasA,Ex,Y,SBrkr,1147,158,85,1271,0,0,2,0,3,1,TA,5,Typ,0,NA,Detchd,1993,Unf,2,505,TA,TA,Y,147,129,24,14,33,13,NA,NA,NA,300,11,2006,WD,Normal,249895
8087,98,RL,NA,20861,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,RRAn,Norm,1Fam,1Story,6,5,1979,1979,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,171,TA,TA,PConc,TA,TA,No,GLQ,665,Unf,191,582,1314,GasA,TA,Y,SBrkr,1135,596,43,1774,1,0,1,1,3,1,TA,7,Typ,2,Ex,Detchd,2008,RFn,1,391,TA,TA,Y,86,82,21,15,29,82,NA,NA,NA,196,5,2008,WD,Normal,118641
8088,73,RL,60,13907,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,4,1949,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,268,Gd,TA,PConc,TA,TA,No,GLQ,485,Unf,183,1258,1554,GasA,Ex,Y,SBrkr,1488,428,29,1860,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Detchd,2000,Fin,2,361,TA,TA,Y,264,45,96,29,8,7,NA,NA,NA,370,5,2008,WD,Normal,237116
8089,43,RL,NA,10586,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1995,1994,Gable,CompShg,MetalSd,HdBoard,BrkFace,92,TA,TA,PConc,Gd,TA,Gd,ALQ,339,Unf,157,672,982,GasA,Ex,Y,SBrkr,799,295,37,1043,0,0,2,0,3,1,Gd,3,Typ,1,NA,Detchd,1958,Fin,1,252,TA,TA,Y,112,68,34,49,32,40,NA,NA,NA,117,7,2010,WD,Normal,200301
8090,69,RL,21,2246,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,154,Gd,TA,PConc,Gd,TA,No,ALQ,762,Unf,37,448,1049,GasA,TA,Y,SBrkr,1262,178,34,1397,0,0,1,1,2,1,Gd,5,Typ,0,Gd,Attchd,2007,Fin,2,446,TA,TA,Y,197,6,66,23,52,15,NA,NA,NA,124,6,2007,WD,Normal,236597
8091,48,RL,90,11079,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,6,2000,1993,Gable,CompShg,MetalSd,Wd Sdng,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,543,Unf,195,556,1397,GasA,Ex,Y,SBrkr,1642,216,39,1877,1,0,2,1,4,1,Fa,8,Typ,2,Fa,Attchd,2007,Fin,2,569,TA,TA,Y,88,23,50,6,5,39,NA,NA,NA,570,8,2009,WD,Normal,192318
8092,129,RL,88,9716,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,1Fam,2Story,7,5,1973,1991,Gable,CompShg,MetalSd,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,Unf,448,Unf,9,521,1179,GasA,Gd,Y,SBrkr,1075,736,66,1949,0,0,2,1,2,1,Gd,6,Typ,1,Gd,Detchd,2003,Fin,1,204,Gd,TA,Y,82,174,9,46,21,6,NA,NA,NA,360,9,2007,WD,Normal,252916
8093,48,RL,34,10186,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,8,5,1991,1992,Hip,CompShg,MetalSd,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,Unf,478,Unf,76,1025,1788,GasA,Ex,Y,SBrkr,1862,466,60,2425,1,0,2,1,2,1,TA,9,Typ,2,Fa,Attchd,1960,RFn,2,580,TA,TA,Y,377,70,24,7,115,29,NA,NA,NA,261,5,2009,WD,Normal,373169
8094,82,RL,70,17531,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,5,6,1938,1961,Gable,CompShg,CemntBd,AsbShng,None,0,TA,TA,BrkTil,TA,Fa,Av,NA,1183,Rec,197,29,413,GasA,TA,Y,SBrkr,1099,559,36,1745,1,0,2,1,4,1,TA,8,Typ,0,Gd,Attchd,1922,Unf,2,489,TA,TA,Y,219,10,21,29,38,43,NA,GdPrv,NA,413,1,2009,WD,Normal,124907
8095,36,RL,NA,18944,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,6,1996,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Gd,TA,CBlock,Gd,TA,No,ALQ,869,Unf,329,706,1260,GasA,TA,Y,SBrkr,1050,231,62,1493,1,0,2,1,2,1,TA,7,Typ,1,TA,Attchd,1978,Fin,2,611,TA,TA,Y,296,70,56,10,33,35,NA,NA,NA,436,8,2007,WD,Normal,238475
8096,79,RL,75,7906,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,5,1972,1993,Gable,CompShg,VinylSd,HdBoard,None,0,TA,TA,PConc,TA,TA,No,LwQ,812,Unf,243,653,1230,GasA,Ex,Y,SBrkr,1273,255,99,1519,1,0,2,0,4,1,Gd,9,Typ,1,Gd,Attchd,1976,Unf,2,365,TA,TA,Y,64,37,16,14,78,35,NA,NA,NA,526,4,2007,WD,Normal,173557
8097,59,RL,63,18631,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,3,2004,1973,Gable,CompShg,Wd Sdng,VinylSd,None,44,Gd,TA,PConc,TA,TA,No,ALQ,914,Unf,56,632,1914,GasA,TA,Y,SBrkr,1749,337,40,2091,1,0,1,2,2,1,Gd,6,Typ,2,Fa,Attchd,1960,RFn,3,724,TA,TA,Y,71,22,131,13,29,5,NA,NA,NA,114,1,2008,WD,Normal,303054
8098,125,RL,NA,8060,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1977,1974,Gable,CompShg,HdBoard,MetalSd,None,56,TA,TA,PConc,Gd,TA,No,Unf,235,Unf,160,1015,1433,GasA,Ex,Y,SBrkr,1093,559,22,1549,0,0,2,1,2,1,TA,6,Typ,1,TA,Attchd,1993,Unf,2,498,TA,TA,Y,89,5,12,5,41,2,NA,MnPrv,NA,485,7,2008,WD,Normal,172679
8099,110,RL,72,25134,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,5,4,1972,2004,Hip,CompShg,Plywood,Stucco,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,582,Unf,70,85,826,GasA,Ex,Y,SBrkr,734,583,3,1050,0,0,2,0,2,1,TA,6,Typ,1,NA,Attchd,2005,RFn,1,229,TA,TA,Y,12,15,37,25,84,31,NA,NA,NA,789,5,2008,WD,Normal,129013
8100,98,RL,75,2940,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,5,4,1976,1968,Gable,CompShg,MetalSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,400,Unf,189,616,478,GasA,Fa,Y,SBrkr,565,984,30,1351,0,0,0,1,4,1,TA,6,Typ,1,Gd,Attchd,2003,Unf,2,367,TA,TA,Y,34,15,25,8,78,53,NA,NA,NA,794,7,2007,WD,Normal,74413
8101,97,RL,65,3015,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,TwnhsE,1Story,7,3,1996,1976,Gable,CompShg,Wd Sdng,HdBoard,BrkFace,0,Gd,TA,PConc,Fa,TA,Mn,Unf,146,Unf,1,310,580,GasA,Ex,Y,SBrkr,859,445,41,1423,0,0,2,0,3,1,Gd,7,Typ,0,NA,Detchd,1996,Unf,3,848,TA,TA,Y,267,91,35,26,35,55,NA,NA,NA,332,1,2009,WD,Normal,139750
